27-Co-59(n,&gamma;) ENDF/B-VII.1
97532.2,0.0540713
97538.8,0.0436651
97546.2,0.0352435
97554.8,0.028276
97563.2,0.0234377
97572.7,0.0195264
97583.7,0.0163078
97596.4,0.0137502
97611.5,0.0116502
97629.2,0.0100506
97654.4,0.00862368
97684.7,0.00766552
97723.1,0.00707577
97777.7,0.00683669
97850.4,0.00702296
98032.2,0.00806013
98117.1,0.00824391
98218.1,0.00800772
98416.1,0.00702527
98472.6,0.00692846
98513.1,0.00704966
98562.3,0.00765639
98588.8,0.00850981
98606.5,0.00955425
98619.8,0.0108648
98632.1,0.0128113
98641.5,0.015183
98649.4,0.0182135
98656.1,0.0220185
98661.7,0.026777
98666.5,0.0323876
98670.9,0.0396115
98675.2,0.0493156
98679.8,0.062873
98685.4,0.0849078
98696.0,0.132212
98700.6,0.145046
98703.9,0.148113
98708.8,0.141974
98713.2,0.12715
98725.4,0.0728667
98730.3,0.0559143
98734.5,0.0447542
98739.0,0.0358548
98743.6,0.0294059
98748.4,0.0244079
98754.3,0.0201537
98760.8,0.0168616
98768.9,0.0140569
98778.6,0.0118322
98790.8,0.0100198
98805.1,0.00865665
98825.1,0.00747896
98851.5,0.00658215
98885.8,0.00592384
98940.8,0.00533681
99044.6,0.00477622
99252.3,0.00417604
99293.8,0.00412815
99327.5,0.00422385
99340.2,0.00438767
99348.6,0.00467924
99352.8,0.00506416
99355.5,0.00558335
99357.6,0.00634311
99359.4,0.00745483
99361.0,0.00893027
99362.5,0.010945
99363.9,0.0136632
99365.3,0.0173911
99366.8,0.0224011
99368.2,0.0289836
99369.8,0.0388062
99371.4,0.0514421
99373.2,0.0693257
99375.5,0.0962862
99379.4,0.155318
99383.5,0.214884
99386.5,0.243804
99389.0,0.252083
99391.6,0.243105
99394.2,0.218162
99398.2,0.160343
99402.4,0.0983335
99404.7,0.0698531
99406.7,0.0506291
99408.3,0.0381271
99409.9,0.0284259
99411.4,0.0217722
99412.8,0.0167568
99414.3,0.0130636
99415.8,0.0104009
99417.3,0.00846516
99418.7,0.00715691
99420.4,0.00615737
99422.1,0.00551187
99424.6,0.00494066
99427.2,0.00462661
99430.6,0.00438991
99440.7,0.00406151
99457.6,0.00382572
99516.6,0.0035338
99775.6,0.00290114
99783.8,0.00289796
99791.9,0.00295249
99800.0,0.00316311
99809.4,0.00367362
99850.0,0.00687805
100010.0,0.0197155
100038.0,0.0199261
150000.0,0.0148502
200000.0,0.0121401
250000.0,0.0104901
300000.0,0.00940004
375000.0,0.00836
500000.0,0.00735002
650000.0,0.00678
850000.0,0.006475
950000.0,0.00644
1100000.0,0.00648994
1225000.0,0.00587875
1400000.0,0.00468004
1600000.0,0.00390003
2000000.0,0.00315001
2500000.0,0.00260001
3293300.0,0.00207402
4000000.0,0.00165001
5122210.0,0.00126945
6146650.0,0.00102434
8000000.0,7.00004E-4
1.0E7,6.00005E-4
1.225E7,7.75E-4
1.3E7,8.49998E-4
1.4E7,8.99996E-4
1.50312E7,8.4375E-4
1.7E7,4.50002E-4
1.8E7,3.00006E-4
2.0E7,2.50001E-4
